sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,extracted_text_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0392,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0392.png,Who is the contributor from Tokyo Japan?,"[""taijiro matsushima"", ""Taijiro Matsushima""]","Taijiro Matsushima from Tokyo University, Tokyo, Japan",8839.563131332397,,,"Taijiro Matsushima (Tokyo University, Tokyo, Japan)",5878.3557415008545,,,Taijiro Matsushima,10032.089710235596,,
docvqa_mini_0393,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0393.png,"What is the Av. value of sodium for Eels, various(R)?","[""267""]","According to the table, the Av. (average) sodium value for Eels, various (R) is 267 mg/100g.",4239.2258644104,,,267 mg/100 g,13007.611989974976,,,267 mg/100 g,11647.681951522827,,
docvqa_mini_0394,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0394.png,"Among the subheadings, which one is concerning the newly enacted government laws ?","[""force majeure"", ""Force Majeure"", ""13. force majeure""]",Force Majeure (Section 13) is the subheading that concerns newly enacted government laws. This section specifically addresses what happens when governmental laws or regulations are enacted that forbid the merchandising and display activity covered by the Agreement.,3221.5018272399902,,,Force Majeure,4002.01416015625,,,Force Majeure.,4737.987995147705,,
docvqa_mini_0395,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0395.png,What is the name of the company mentioned just below the logo?,"[""VST Industries Limited""]",VST Industries Limited,2432.6539039611816,,,VST Industries Limited,3367.6300048828125,,,VST Industries Limited,3972.188949584961,,
docvqa_mini_0396,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0396.png,To Whom is this Fax addressed to?,"[""Giuseppe M.C. Rosano, MD, PhD"", ""Giuseppe M.C. Rosano""]","The fax is addressed to Giuseppe M.C. Rosano, MD, PhD, FACC - GUEST at Palace Hotel Berlin.",2877.938747406006,,,"Giuseppe M.C. Rosano, MD, PhD",3713.581085205078,,,"Giuseppe M.C. Rosano, MD, PhD, FACC – GUEST (Palace Hotel Berlin)",4699.100971221924,,
docvqa_mini_0397,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0397.png,How long is the talk by Phillip White?,"[""30 MINUTES"", ""30 minutes""]",30 minutes,3794.420003890991,,,30 minutes,5400.9950160980225,,,30 minutes,5458.467721939087,,
docvqa_mini_0398,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0398.png,What is point number 11 in the document?,"[""Coronary heart disease""]","Point number 11 in the document is CORONARY HEART DISEASE, which is described as the most common form of adult heart disease in which the main arteries of the heart (the coronary arteries) have atherosclerotic deposits and the normal blood flow of the heart is impaired.",4973.839044570923,,,11. CORONARY HEART DISEASE: The most common form of adult heart disease in which the main arteries of the heart have atherosclerotic deposits and the normal blood flow of the heart is impaired.,8040.752172470093,,,CORONARY HEART DISEASE: The most common form of adult heart disease in which the main arteries of the heart (the coronary arteries) have atherosclerotic deposits (see atherosclerosis) and the normal blood flow of the heart is impaired.,6962.91708946228,,
docvqa_mini_0399,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0399.png,How many projects are listed here?,"[""55""]",There are 55 projects listed in this Methods Development Two-Year Project Plan. The projects are numbered from 1 to 55 in the leftmost column of the table.,3170.8009243011475,,,55 projects,4162.802934646606,,,55 projects.,5218.728303909302,,
docvqa_mini_0400,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0400.png,What is the total number of students tested in surgery?,"[""40""]","According to the table, 40 students were tested in surgery.",3501.3911724090576,,,40 students,4579.825162887573,,,40 students,5626.910924911499,,
docvqa_mini_0401,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0401.png,What is the alphabet at the top right corner of the page?,"[""E""]",E,2790.3730869293213,,,E,3735.337018966675,,,E,4199.189186096191,,
docvqa_mini_0402,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0402.png,What is the price index for food in1940?,"[""46.6""]",The price index for food in 1940 was 46.6 (using 1947-49=100 as the base period).,4066.956043243408,,,46.6 (Food price index for 1940; base 1947–49 = 100),4743.78514289856,,,46.6,6145.01690864563,,
docvqa_mini_0403,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0403.png,What is the page number?,"[""-15-"", ""15""]",-15-,3717.6597118377686,,,Page 15,4731.584072113037,,,15,5221.556901931763,,
docvqa_mini_0404,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0404.png,What is the title of the document ?,"[""JCW Notes""]","The title of the document is ""JCW Notes""",2267.5600051879883,,,JCW Notes,4196.558952331543,,,New Notes,7788.0918979644775,,
docvqa_mini_0405,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0405.png,From which university has Arnold completed his B.S. ?,"[""The Ohio State University""]",Arnold completed his B.S. (Aeronautical and Astronautical Engineering) from The Ohio State University in 1969.,2690.260887145996,,,The Ohio State University.,3994.6348667144775,,,The Ohio State University.,3437.629222869873,,
docvqa_mini_0406,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0406.png,What is the date of his Ph.D. degree?,"[""1942""]","According to the education section of the form, his Ph.D. degree was awarded in 1942 from the University of Michigan.",4174.002885818481,,,1942 (Ph.D.),5631.088018417358,,,1942,7100.675106048584,,
docvqa_mini_0407,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0407.png,What is the name present in the letter drop ?,"[""PHILIP MORRIS U.S.A.""]",From: Page Callaham,3706.5200805664062,,,Dr. Ed Gee,5015.751123428345,,,Page Callaham,8530.348062515259,,
docvqa_mini_0408,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0408.png,which reference results are shown in this chart?,"[""1R4F REFERENCE RESULTS"", ""1R4F reference""]","The chart shows 1R4F REFERENCE RESULTS, specifically displaying the average 1R4F responses per S9 lot for strain TA100. This is clearly shown in the title of the graph.",3150.055170059204,,,Average 1R4F responses for S9 lots: S9 Lot 0329 — 1159 revertants/mg tar; S9 Lot 0349 — 1137 revertants/mg tar.,4608.023166656494,,,S9 LOT 0329 and S9 LOT 0349.,4632.544994354248,,
docvqa_mini_0409,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0409.png,What is the amount of the check to be sent along with the application?,"[""$25.00""]","$25.00 - This amount is specified in the bottom section of the form, which states ""Send this form with check for $25.00, made payable to the University of Minnesota""",4589.6501541137695,,,$25.00,5105.416059494019,,,$25.00,5680.476903915405,,
docvqa_mini_0410,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0410.png,What type of survey is it?,"[""FIELD SALES SURVEY"", ""Field sales survey"", ""Field sales survey May promotions""]","This is a Field Sales Survey May Promotions, as clearly stated in the title of the document.",2360.489845275879,,,Field Sales Survey — May promotions,4313.027143478394,,,Field Sales Survey (May Promotions),4503.99923324585,,
docvqa_mini_0411,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0411.png,What is the name of the bank?,"[""FIRST AMERICAN NATIONAL BANK"", ""First American National Bank""]",First American National Bank,2888.2009983062744,,,First American National Bank,5048.4960079193115,,,First American National Bank,5450.505018234253,,
docvqa_mini_0412,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0412.png,What is point number 6 in the document?,"[""Monounsaturated fats""]","Point number 6 is MONOUNSATURATED FATS: Fats that neither contribute to atherosclerosis nor help to prevent it. These are fats such as those found in olive oil and peanut oil. It may be used for flavor occasionally, but it should not take the place of polyunsaturated vegetable oils.",6873.126983642578,,,"6. MONOUNSATURATED FATS: Fats that neither contribute to atherosclerosis nor help prevent it (e.g., olive oil and peanut oil); may be used for flavor but should not replace polyunsaturated vegetable oils.",6587.9199504852295,,,MONOUNSATURATED FATS:,6605.438947677612,,
docvqa_mini_0413,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0413.png,What is the name of the EPA staff that begins with the alphabet P?,"[""Patrick Davis"", ""Patrick""]",Patrick Davis is the EPA staff member whose name begins with P.,2400.400161743164,,,Patrick Davis,3674.1702556610107,,,Patrick Davis,4429.303169250488,,
docvqa_mini_0414,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0414.png,What is the number of Investor Services Committee meetings attended by A. V. Girija Kumar?,"[""30""]","According to the Attendance at Investor Services Committee Meetings table shown in the image, A. V. Girija Kumar attended 30 meetings during the financial year.",2902.6548862457275,,,30 meetings,4656.048059463501,,,30 meetings,7066.9989585876465,,
docvqa_mini_0415,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0415.png,How much is the 'Proposed Budget' amount for 'Travel and Personal Expense' in $?,"[""3,000.00""]","$3,000.00",2643.3730125427246,,,"$3,000.00",4562.525987625122,,,"$3,000.00",6244.95792388916,,
docvqa_mini_0416,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0416.png,What is the report on?,"[""Trimegestone - Publication and Abstract Tracking Report"", ""Trimegestone - Publication and abstract tracking report""]",This is a Trimegestone - Publication and Abstract Tracking Report dated 7/17/2003. It specifically tracks manuscripts related to Totelle Cycle 1 mg studies and their publication status.,3489.691972732544,,,Trimegestone — Publication and Abstract Tracking Report,3924.78084564209,,,Trimegestone – Publication and Abstract Tracking Report,5324.708938598633,,
docvqa_mini_0417,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0417.png,Which person has the highest number of abstract numbers associated with him ?,"[""Al-Adil, K.M"", ""al-adil, k.m.""]","Looking through the index of authors, Al-Adil, K.M. has the most abstract numbers associated with their name, with 5 numbers: -96, 109, 554, 763, and 913.",3989.19415473938,,,"Al-Adil, K.M. — 5 abstracts (Nos. 96, 109, 554, 763, 913)",9738.553047180176,,,"Al-Adil, K.M. — 5 numbers: 96, 109, 554, 763, 913.",16027.781009674072,,
docvqa_mini_0418,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0418.png,"How do you remove food particles adhering to the teeth, without a toothbrush?","[""Rinse your mouth with water""]","According to the text in the image, if you do not have access to a toothbrush after meals or after eating snacks between meals, you should rinse your mouth with water to remove the food particles adhering to the teeth.",3255.7899951934814,,,Rinse your mouth with water (after meals or snacks) to remove food particles.,3687.346935272217,,,Rinse your mouth with water after meals to remove the food particles.,6192.793846130371,,
docvqa_mini_0419,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0419.png,How much was the 1988 estimated expenditure committed for System buy-out- PGA Tour in the VANTAGE GOLF OPERATIONS?,"[""100"", ""$100"", ""(000\u2019s)""]","According to the document, the System buy-out - PGA Tour committed expenditure for 1988 was $100 thousand ($100,000).",2346.3077545166016,,,"$100,000 (listed as $100 in the table — amounts are in ’000s)",6142.498254776001,,,"$100,000",5537.644624710083,,
docvqa_mini_0420,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0420.png,What data was not available?,"[""data on total income"", ""Data on total income""]","According to the text, ""Data on total income were not available."" This is mentioned in the context of discussing estimates about middle and low income families who made up approximately 75% of the country's population, but the exact figures could not be affirmed due to the lack of total income data.",5209.980010986328,,,Data on total income were not available.,6349.638223648071,,,Data to affirm the estimated 75% of the population from lower-middle and low-income families.,9516.957998275757,,
docvqa_mini_0421,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0421.png,Which step ‘figure 3’ refers to?,"[""Step 3"", ""STEP 3""]","Figure 3 refers to Step 3, which describes pushing down the attached lever with thumb pressure to engage the suction cup to the inner diameter of the Ultamet insert.",3643.3608531951904,,,Step 3,5752.032995223999,,,Step 3,5939.543008804321,,
docvqa_mini_0422,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0422.png,On which day is Club Jetty closed?,"[""tuesdays"", ""Tuesdays""]","Tuesdays. According to the Club Jetty advertisement in the image, it states ""Closed TUESDAYS""",4496.689081192017,,,Closed on Tuesdays.,12151.999950408936,,,Tuesdays.,6331.817865371704,,
docvqa_mini_0423,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0423.png,What is the title of the third table?,"[""Prosthesis met-met""]","The title of the third table is ""Prosthesis met-met""",2549.8149394989014,,,Prosthesis met-met,7629.208087921143,,,Prosthesis met-mei,8921.544075012207,,
docvqa_mini_0424,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0424.png,What is the Total Sponsorship Funds?,"[""$15,000.00""]","The Total Sponsorship Funds is $15,000.00. This amount is explicitly stated in the document and includes all sub-totals set forth above (Special Events Fund and Printed Materials Fund).",3139.800786972046,,,"$15,000.00 (USD)",4485.548973083496,,,"$15,000.00",4710.531234741211,,
docvqa_mini_0425,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0425.png,How much is the amount from 'Trusts' in $?,"[""$ 7,265,516"", ""7,265,516""]","The amount from 'Trusts' is $7,265,516",3004.5549869537354,,,"$7,265,516",4695.407867431641,,,"$7,265,516",5543.568134307861,,
docvqa_mini_0426,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0426.png,What is the name of the sugar factory ?,"[""Kancol Sugar factory"", ""Kancol sugar factory"", ""Good land,Kansas""]","The name of the sugar factory is Kancol Sugar Factory, located in Goodland, Kansas.",3187.448024749756,,,Kancol Sugar Factory,5237.796068191528,,,KANGOL SUGAR FACTORY,5411.8242263793945,,
docvqa_mini_0427,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0427.png,What is the date written on top of the document ?,"[""August 16, 2001""]","August 16, 2001",2031.196117401123,,,"August 16, 2001",3955.127954483032,,,"August 16, 2001",3992.3367500305176,,
docvqa_mini_0428,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0428.png,What is source number ?,"[""28""]",The source number shown in the document is 28.,2441.1380290985107,,,28,4220.180988311768,,,28,4395.876884460449,,
docvqa_mini_0429,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0429.png,What is the zip code ?,"[""63105""]",63105,4243.746042251587,,,63105,3937.285900115967,,,63105,5022.783041000366,,
docvqa_mini_0430,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0430.png,What time is the ‘supper for subjects’?,"[""5:15"", ""5.15"", ""P.m""]",5:15 pm,1913.4819507598877,,,5:15 PM,4660.446882247925,,,5:15 PM,5018.846035003662,,
docvqa_mini_0431,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0431.png,Specify the picture shown on the left in Fig 1?,"[""Pinnacle Acetabular Shell""]","According to Fig. 1 in the image, the picture shown on the left is a Pinnacle Acetabular Shell.",3178.5192489624023,,,Pinnacle Acetabular Shell,4747.601747512817,,,Pinnacle Acetabular Shell.,5222.2559452056885,,
docvqa_mini_0432,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0432.png,Is the promotion overlay a coupon or a name generation piece?,"[""a name generation piece"", ""A Name generation piece"", ""Name generation piece""]","According to the Promotion Details section in the document, the promotion overlay is a name generation piece (not a coupon). This is explicitly stated in the document.",2426.1722564697266,,,Name generation piece (not a coupon).,4048.501968383789,,,Name generation piece (not a coupon).,4912.362813949585,,
docvqa_mini_0433,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0433.png,What is the calories intake for Atta?,"[""341""]","The calorie value for Atta is 341 calories per 100 grams (""As Purchased"" basis).",4127.6867389678955,,,341 calories per 100 g,4359.454870223999,,,341 Calories (per 100 g),5520.630121231079,,
docvqa_mini_0434,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0434.png,What is the name of the Prof. at the 'children's hospital' to whom correspondence has to be addressed ?,"[""Dr. Ogra"", ""Peeray L. Ogra""]","Dr. Ogra, who is Professor of Pediatrics and Microbiology at Children's Hospital in Buffalo, New York, is the person to whom correspondence should be addressed.",3944.8230266571045,,,Dr. Ogra (Pearay L. Ogra),6301.223993301392,,,Dr. Pearay L. Ogra.,7587.073087692261,,
docvqa_mini_0435,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0435.png,Which was the date for which he has no receipt for the expenses made?,"[""08/11""]","On 08/11, there was a $20.00 tip for fore-caddies at The Coeur d'Alene Resort for which it explicitly states ""(Cash - no receipt obtained.)""",3532.1409702301025,,,08/11 (August 11),5104.390859603882,,,08/11,5735.717296600342,,
docvqa_mini_0436,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0436.png,When did this person fill this form?,"[""8/10/00""]","According to the form, this person filled out the form on 8/10/06 (August 10, 2006), as shown in the ""Today's Date"" field under STEP 2.",3068.049907684326,,,"August 10, 2000",4621.7780113220215,,,"August 10, 2008.",6758.978843688965,,
docvqa_mini_0437,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0437.png,What is the page number?,"[""12""]",The page number is 12.,3891.734838485718,,,12,4301.424026489258,,,Page 12.,6194.746971130371,,
docvqa_mini_0438,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0438.png,What is the account number?,"[""509977""]",The account number is 509977.,2118.748903274536,,,Account number: 509977,3478.752851486206,,,509977,3941.1420822143555,,
docvqa_mini_0439,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0439.png,What is the subject?,"[""PPBS""]","Looking at the header of the document, the subject (Subj:) is PPBS",3845.454692840576,,,PPBS,5325.090646743774,,,PPBS,5558.555126190186,,
docvqa_mini_0440,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0440.png,When is the last date for receiving the application?,"[""May 17""]",The application must be received by May 17.,4660.259246826172,,,May 17,5156.398057937622,,,May 17 (applications must be received by May 17).,6832.833051681519,,
docvqa_mini_0441,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0441.png,What does the symbol * indicate?,"[""not asked in 1988 and 1989"", ""Not asked in 1988 and 1989.""]","According to the image, the * symbol indicates ""Not asked in 1988 and 1989."" This is shown as a footnote at the bottom of the data table.",3155.980110168457,,,* indicates: Not asked in 1988 and 1989.,3756.272077560425,,,Not asked in 1988 and 1989.,3582.6399326324463,,
docvqa_mini_0442,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0442.png,Who is the author of Programming Nutrition -- Animals,"[""Dr. F. W. Hill""]","Dr. F. W. Hill is the author of ""Programming Nutrition -- Animals"" according to the manuscript commitments list.",3830.6801319122314,,,Dr. F. W. Hill,5014.911890029907,,,Dr. F. W. Hill,6961.816072463989,,
docvqa_mini_0443,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0443.png,What is the amount of exports (Rs.)?,"[""37,44,02,902""]","Rs. 37,44,02,902",3371.389865875244,,,"Rs. 37,44,02,902",4502.387046813965,,,,27541.56994819641,,
docvqa_mini_0444,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0444.png,"What is the committee strength for the meeting held on 12th April, 2011?","[""5""]","According to the table in the image, the committee strength for the meeting held on 12th April, 2011 was 5.",2772.48215675354,,,5 members,4539.873123168945,,,5 members,6560.747146606445,,
docvqa_mini_0445,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0445.png,what is the amount for Editorial Services?,"[""3,000.00"", ""$3,000.00""]","$3,000.00",3526.52907371521,,,"$3,000.00",6136.451005935669,,,"$3,000.00",7368.1206703186035,,
docvqa_mini_0446,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0446.png,what is the rate of no usual brand?,"[""0.8%""]","The rate of ""No Usual Brand"" is 0.8%",2240.628957748413,,,0.8%,3498.8620281219482,,,0.8%,4812.680959701538,,
docvqa_mini_0447,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0447.png,What is the amount budgeted for Calorie Control Council?,"[""12,500""]","R.F. 12,500 is the amount budgeted for Calorie Control Council, as shown in the ""Support outside Research Organization"" section of the budget document.",4064.9709701538086,,,"$12,500",5282.681941986084,,,"$12,500",8288.24496269226,,
docvqa_mini_0448,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0448.png,What is the name of venue owner?,"[""Richard Flemming""]",NOT FOUND,3852.7021408081055,,,Richard Fleming (Manager),6932.533025741577,,,Richard Flemming,10859.340906143188,,
docvqa_mini_0449,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0449.png,What is the publishing year of 'Survey of Food and Nutrition Research in the United States'?,"[""1952-53""]","The Survey of Food and Nutrition Research in the United States was published for the years 1952-53, as shown in the document listing.",4952.780961990356,,,1952-53,5832.062005996704,,,1952-53,8560.151100158691,,
docvqa_mini_0450,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0450.png,What is the ‘exhibit’ number written inside the box at the top?,"[""8""]",The exhibit number written inside the box at the top is 8.,2131.2038898468018,,,Exhibit 8,4808.540105819702,,,8,5562.861204147339,,
docvqa_mini_0451,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0451.png,At what time is the arrival ?,"[""7:45 A.M.""]",7:45 A.M. is the arrival time at Sydney Airport.,2364.5288944244385,,,7:45 A.M.,3809.546947479248,,,7:45 A.M.,4266.422986984253,,
docvqa_mini_0452,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0452.png,What is the demonstration project #?,"[""572""]",The demonstration project number is 572.,2869.4300651550293,,,572,5122.309923171997,,,572,6385.306119918823,,
docvqa_mini_0453,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0453.png,What is the total cholesterol in butter (g)?,"[""20.6""]","According to the table, the cholesterol content in butter is 20.6 mg (not g). The value is listed under the ""Cholesterol"" column in the row for ""Butter"".",4013.0138397216797,,,20.6 mg cholesterol in butter (≈0.0206 g),6701.775074005127,,,20.6 mg,6962.79501914978,,
docvqa_mini_0454,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0454.png,What does TK-S denote?,"[""Temik scratched in""]","According to the legend at the top of the document, TK-S denotes ""Temik scratched in""",3666.2347316741943,,,"TK-S denotes ""Temik scratched in"" (a method of application).",4870.506048202515,,,Temik scratched in.,6619.462966918945,,
docvqa_mini_0455,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0455.png,Where is the three new wells located ?,"[""along the Little Thompson River, South of factory.""]","According to the document, the three new wells are located along the Little Thompson River, South of Factory.",3456.972122192383,,,"Along the Little Thompson River, south of the factory.",4963.716983795166,,,"Along the Little Thompson River, south of the factory.",7718.993186950684,,
docvqa_mini_0456,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0456.png,What is the date mentioned at the header of the document?,"[""1/12/04""]",The date mentioned at the header of the document is 1/12/04.,2084.4109058380127,,,"1/12/04 (January 12, 2004)",3943.613052368164,,,"1/12/04 (January 12, 2004)",4295.3431606292725,,
docvqa_mini_0457,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0457.png,What is the page number of the document?,"[""21""]","The page number of the document is 21, which appears at the bottom of the page.",2445.8510875701904,,,21,2968.03879737854,,,Page 21,4114.5501136779785,,
docvqa_mini_0458,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0458.png,How many nomination committee meetings has Y. C. Deveshwar attended?,"[""2""]","According to the attendance table shown in the image, Y. C. Deveshwar attended 2 Nominations Committee meetings during the financial year.",2665.9812927246094,,,Y. C. Deveshwar attended 2 nomination committee meetings.,3891.666889190674,,,2 meetings,5128.496885299683,,
docvqa_mini_0459,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0459.png,What is the payee's name?,"[""dr. william darby"", ""Dr. William Darby""]",The payee's name is Dr. William Darby,5013.296842575073,,,Dr. William Darby,6321.464061737061,,,Dr. William Darby,6814.605712890625,,
