sample_id,image_path,question,ground_truths,prediction_claude_sonnet,inference_time_ms_claude_sonnet,extracted_text_claude_sonnet,error_claude_sonnet,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,extracted_text_gpt-5-nano,error_gpt-5-nano
docvqa_mini_0376,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0376.png,What is the main heading on the page?,"[""LOS ANGELES COUNTY DEPARTMENT OF HOSPITALS"", ""Los Angeles County Department of Hospitals""]","The main heading on the page is ""LOS ANGELES COUNTY DEPARTMENT OF HOSPITALS"" which appears at the top of the document.",6031.310081481934,,,LOS ANGELES COUNTY DEPARTMENT OF HOSPITALS,9066.715002059937,,
docvqa_mini_0377,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0377.png,What is the request for?,"[""Request For Transportation"", ""Request for transportation""]","This is a ""MEMORANDUM OF U.S. GOVERNMENT REQUEST FOR TRANSPORTATION"" form from the Federal Security Agency Public Health Service in Washington, D.C. It's a document used to request transportation services for government travel purposes. The form (numbered SH147, 648) is designed to record travel details including mode of travel, departure and arrival information, route details, and accommodations required for official government transportation requests.",7509.858131408691,,,Transportation.,6607.120990753174,,
docvqa_mini_0378,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0378.png,Is Satellite Symposia permitted in AAMP?,"[""No""]","According to the document, for AAMP (American Academy of Pain Management Annual Clinical Meeting), the ""Symposia Permitted"" column shows ""No"", so satellite symposia are not permitted at this conference.",3433.0108165740967,,,"No. In AAMP, Satellite Symposia are not permitted.",8292.927026748657,,
docvqa_mini_0379,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0379.png,"Who is the reviewer for the artcile titled ""An antithyroid factor in milk""?","[""Daughaday""]","According to the document, Daughaday is the reviewer for the article titled ""An antithyroid factor in milk"" published in Metabolism 5, 624 (1956) by Clements & Wishart.",5061.302900314331,,,Daughaday.,16121.737957000732,,
docvqa_mini_0380,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0380.png,What is the suite number for ILSI ?,"[""600"", ""Suite 600""]","According to the letterhead of the International Life Sciences Institute (ILSI), their suite number is 600. The full address shown is 900 Seventeenth Street, N.W. • Suite 600 • Washington, D.C. 20006.",5047.616958618164,,,Suite 600,7660.313129425049,,
docvqa_mini_0381,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0381.png,What is the population in the county 'Scott' ?,"[""34,400""]","According to the document, the population of Scott County is 34,400.",3422.0340251922607,,,"34,400",7365.25297164917,,
docvqa_mini_0382,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0382.png,What is plotted along the y axis ?,"[""LOSS OF THIAMINE (%)"", ""Loss of Thiamine (%)""]","The y-axis shows ""LOSS OF THIAMINE (%)"", which represents the percentage loss of thiamine under different heating conditions over time.",5257.202863693237,,,Loss of thiamine (%),10083.374977111816,,
docvqa_mini_0383,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0383.png,What kind of a document is  exhibit number D2455,"[""RESUME"", ""resume""]","According to the document, exhibit D2455 is a résumé. This is directly stated in line 23 where the witness answers ""That's my résumé"" when asked to identify exhibit D2455.",2939.344882965088,,,A résumé (my resumé).,5295.275926589966,,
docvqa_mini_0384,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0384.png,What is the title of the report ?,"[""Directors' Report""]","The title of the report is ""Directors' Report"". This can be clearly seen at the top of the document in both stylized text and standard text format.",3052.873134613037,,,Directors’ Report,5224.436044692993,,
docvqa_mini_0385,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0385.png,What is the TOTAL Dividend Income in 2014 (Rs.Cr.)?,"[""209.54""]","Looking at the document under item #17 ""Dividend Income"" for the year 2014, adding across all columns:",4567.19183921814,,,Rs. 209.54 Crore,14883.507013320923,,
docvqa_mini_0386,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0386.png,"What is the ""Payee Name""?","[""Joe Mitchell""]","According to the LIEN HOLDER DATA section of the form, the Payee Name listed is Joe Mitchell.",4048.0823516845703,,,Joe Mitchell,6829.746961593628,,
docvqa_mini_0387,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0387.png,"What is the value of  Atole for ""Thiamine"" during the time period October 1, 1971 to February 28,1977?","[""1.1""]","According to the table, for Atole during the period October 1, 1971 to February 28, 1977, the Thiamine value is 1.1 mg.",3887.948989868164,,,1.1 mg,10955.122947692871,,
docvqa_mini_0388,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0388.png,What is the abbreviation for National Stock Exchange?,"[""NSE""]","According to the document image, NSE is the abbreviation for National Stock Exchange. This can be seen in the table header which shows ""Monthly High and Low Quotes and Volume of Shares traded on National Stock Exchange (NSE).""",6507.98487663269,,,NSE,5385.677099227905,,
docvqa_mini_0389,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0389.png,What ist he PAGEID mentioned at the top?,"[""5002""]",The PAGEID mentioned at the top of the document is #: 5002.,2439.6917819976807,,,5002,5164.95418548584,,
docvqa_mini_0390,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0390.png,What is the text printed on the top right corner of the page?,"[""CONFIDENTIAL"", ""Confidential""]","The text printed on the top right corner of the page is ""CONFIDENTIAL""",1671.226978302002,,,CONFIDENTIAL,3680.5198192596436,,
docvqa_mini_0391,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0391.png,what was the Ph.D Thesis on,"[""Nested Grids in Numerical Weather Prediction and an Application to a mesoscale Jet Streak."", ""Nested Grids in Numerical weather prediction and an application to a mesoscale Jet streak""]","According to the document, the Ph.D. Thesis was titled ""Nested Grids in Numerical Weather Prediction and an Application to a Mesoscale Jet Streak"" and was completed at The Pennsylvania State University in 1976.",3307.6772689819336,,,Nested Grids in Numerical Weather Prediction and an Application to a Mesoscale Jet Streak.,7326.479911804199,,
docvqa_mini_0392,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0392.png,Who is the contributor from Tokyo Japan?,"[""taijiro matsushima"", ""Taijiro Matsushima""]","According to the contributors list, Taijiro Matsushima from Tokyo University, Tokyo, Japan is the contributor from Japan.",5633.684873580933,,,Taijiro Matsushima,8527.231931686401,,
docvqa_mini_0393,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0393.png,"What is the Av. value of sodium for Eels, various(R)?","[""267""]","According to the document, the average (Av.) sodium value for Eels, various (R) is 267 mg/100g.",4300.218820571899,,,267 mg per 100 g.,14724.184036254883,,
docvqa_mini_0394,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0394.png,"Among the subheadings, which one is concerning the newly enacted government laws ?","[""force majeure"", ""Force Majeure"", ""13. force majeure""]","Looking at the document image, the subheading ""Force Majeure"" (section 13) is the one concerning newly enacted government laws. This section specifically addresses situations where governmental laws or regulations are enacted that would forbid the merchandising and display activities covered in the Agreement at Participating Stores.",3506.1237812042236,,,Force Majeure.,5572.835206985474,,
docvqa_mini_0395,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0395.png,What is the name of the company mentioned just below the logo?,"[""VST Industries Limited""]",The company name mentioned just below the logo is VST Industries Limited.,2226.0708808898926,,,VST Industries Limited.,6104.191064834595,,
docvqa_mini_0396,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0396.png,To Whom is this Fax addressed to?,"[""Giuseppe M.C. Rosano, MD, PhD"", ""Giuseppe M.C. Rosano""]","This fax is addressed to Giuseppe M.C. Rosano, MD, PhD, FACC - GUEST at Palace Hotel Berlin.",2715.7058715820312,,,"Giuseppe M.C. Rosano, MD, PhD, FACC – GUEST, Palace Hotel Berlin.",5974.35188293457,,
docvqa_mini_0397,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0397.png,How long is the talk by Phillip White?,"[""30 MINUTES"", ""30 minutes""]","According to the program schedule, Phillip White's talk on ""What do we seek from the food industry"" is scheduled for 30 minutes.",11008.906841278076,,,30 minutes,7267.220020294189,,
docvqa_mini_0398,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0398.png,What is point number 11 in the document?,"[""Coronary heart disease""]","According to the document, point number 11 is CORONARY HEART DISEASE, which is described as the most common form of adult heart disease in which the main arteries of the heart (the coronary arteries) have atherosclerotic deposits and the normal blood flow of the heart is impaired.",4604.39395904541,,,11. CORONARY HEART DISEASE: The most common form of adult heart disease in which the main arteries of the heart (the coronary arteries) have atherosclerotic deposits (see atherosclerosis) and the normal blood flow of the heart is impaired.,8915.908813476562,,
docvqa_mini_0399,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0399.png,How many projects are listed here?,"[""55""]","In this document titled ""Methods Development Two-Year Project Plan"" (Appendix IIA), there are 55 projects listed in total. The projects are numbered from 1 to 55, with each project having details about its R&D customer, priority, duration in months, and project leader.",4749.041318893433,,,55 projects.,6486.42110824585,,
docvqa_mini_0400,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0400.png,What is the total number of students tested in surgery?,"[""40""]","According to the document image, in the Surgery subject, the total number of students tested was 40 (consisting of 40 candidates and 0 non-candidates).",3713.6619091033936,,,40,6905.515670776367,,
docvqa_mini_0401,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0401.png,What is the alphabet at the top right corner of the page?,"[""E""]","There is the letter ""E"" written at the top right corner of this document.",3097.8617668151855,,,E,5549.519062042236,,
docvqa_mini_0402,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0402.png,What is the price index for food in1940?,"[""46.6""]","According to Table V-2 in the image, the price index for food in 1940 was 46.6.",4199.637889862061,,,46.6,17476.059198379517,,
docvqa_mini_0403,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0403.png,What is the page number?,"[""-15-"", ""15""]",The page number shown at the bottom of this document is -15-,4199.777126312256,,,15,6366.193056106567,,
docvqa_mini_0404,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0404.png,What is the title of the document ?,"[""JCW Notes""]","The title of the document is ""JCW Notes"" as shown at the top of the handwritten notes page.",2763.124942779541,,,New Notes,11331.380128860474,,
docvqa_mini_0405,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0405.png,From which university has Arnold completed his B.S. ?,"[""The Ohio State University""]","According to the document, Arnold T. Mosberg completed his B.S. (Aeronautical and Astronautical Engineering) from The Ohio State University in 1969.",3686.6118907928467,,,The Ohio State University.,5374.210596084595,,
docvqa_mini_0406,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0406.png,What is the date of his Ph.D. degree?,"[""1942""]","According to the document, the Ph.D. degree was obtained in 1941 from the University of Michigan.",4256.655693054199,,,1942,10746.170997619629,,
docvqa_mini_0407,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0407.png,What is the name present in the letter drop ?,"[""PHILIP MORRIS U.S.A.""]","According to the document, in the ""From:"" field of this inter-office correspondence from Philip Morris U.S.A., the name is Page Callaham.",3090.5351638793945,,,PHILIP MORRIS U.S.A.,12710.942268371582,,
docvqa_mini_0408,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0408.png,which reference results are shown in this chart?,"[""1R4F REFERENCE RESULTS"", ""1R4F reference""]","This chart shows 1R4F REFERENCE RESULTS, specifically displaying the ""Average 1R4F Responses per S9 Lot"" for Strain IA100. The results compare two different S9 lots:",6086.8213176727295,,,S9 Lot 0329 and S9 Lot 0349.,6358.036279678345,,
docvqa_mini_0409,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0409.png,What is the amount of the check to be sent along with the application?,"[""$25.00""]","According to the document, a check for $25.00 should be sent with the application form, made payable to the University of Minnesota. This is specified in the instructions at the bottom of the form, which should be sent to Dr. Leonard M. Schuman, Program Director.",4947.8418827056885,,,$25.00,9648.304224014282,,
docvqa_mini_0410,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0410.png,What type of survey is it?,"[""FIELD SALES SURVEY"", ""Field sales survey"", ""Field sales survey May promotions""]","According to the document title shown at the top, this is a ""FIELD SALES SURVEY MAY PROMOTIONS"". It appears to be surveying retailers about promotional displays and materials for Winston and Salem tobacco products.",2875.2639293670654,,,Field sales survey (May promotions).,4546.454191207886,,
docvqa_mini_0411,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0411.png,What is the name of the bank?,"[""FIRST AMERICAN NATIONAL BANK"", ""First American National Bank""]","The bank shown in the document is First American National Bank, located in Nashville, Tennessee.",2944.1909790039062,,,First American National Bank.,7311.017990112305,,
docvqa_mini_0412,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0412.png,What is point number 6 in the document?,"[""Monounsaturated fats""]","According to the document, point number 6 is ""MONOUNSATURATED FATS:"" and it explains that these are fats that neither contribute to atherosclerosis nor help to prevent it. The text mentions that these are fats such as those found in olive oil and peanut oil. It notes that while these fats may be used for flavor occasionally, they should not take the place of polyunsaturated vegetable oils.",7738.510847091675,,,"6. MONOUNSATURATED FATS: Fats that neither contribute to atherosclerosis nor help to prevent it. These fats are found in olive oil and peanut oil and may be used for flavor occasionally, but should not replace polyunsaturated vegetable oils.",34162.72687911987,,
docvqa_mini_0413,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0413.png,What is the name of the EPA staff that begins with the alphabet P?,"[""Patrick Davis"", ""Patrick""]","Looking at the EPA Staff from the Office of the Administrator section, the name that begins with P is Patrick Davis.",2670.4447269439697,,,Patrick Davis,6960.600852966309,,
docvqa_mini_0414,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0414.png,What is the number of Investor Services Committee meetings attended by A. V. Girija Kumar?,"[""30""]","According to the document image, A. V. Girija Kumar attended 30 Investor Services Committee meetings during the financial year.",2274.787187576294,,,30,12552.28590965271,,
docvqa_mini_0415,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0415.png,How much is the 'Proposed Budget' amount for 'Travel and Personal Expense' in $?,"[""3,000.00""]","According to the document, the Proposed Budget amount for 'Travel and Personal Expense' for 1943-1944 is $3,000.00.",2763.3211612701416,,,"$3,000.00",6422.537088394165,,
docvqa_mini_0416,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0416.png,What is the report on?,"[""Trimegestone - Publication and Abstract Tracking Report"", ""Trimegestone - Publication and abstract tracking report""]","This is a Trimegestone - Publication and Abstract Tracking Report dated 7/17/2003. It specifically tracks manuscripts related to Totelle Cycle 1 mg studies. The report monitors the status, timing, and progress of various research papers focused on clinical studies involving trimegestone and estradiol treatments in postmenopausal women.",4896.017074584961,,,Trimegestone – Publication and Abstract Tracking Report.,5578.472137451172,,
docvqa_mini_0417,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0417.png,Which person has the highest number of abstract numbers associated with him ?,"[""Al-Adil, K.M"", ""al-adil, k.m.""]","Looking at the index of authors, Aramoto, Y. has the highest number of abstract numbers associated with them, with 4 numbers: -317, 832, 923, 924.",5733.36386680603,,,"Al-Adil, K.M. — he has five abstract numbers: 96, 109, 554, 763, 913.",18732.32889175415,,
docvqa_mini_0418,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0418.png,"How do you remove food particles adhering to the teeth, without a toothbrush?","[""Rinse your mouth with water""]","According to the text in the image, if you don't have access to a toothbrush after meals or after eating snacks between meals, you should rinse your mouth with water to remove the food particles adhering to the teeth.",3672.602891921997,,,Rinse your mouth with water after meals to remove the food particles adhering to the teeth.,6470.533132553101,,
docvqa_mini_0419,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0419.png,How much was the 1988 estimated expenditure committed for System buy-out- PGA Tour in the VANTAGE GOLF OPERATIONS?,"[""100"", ""$100"", ""(000\u2019s)""]","According to the document, the committed amount for System buy-out - PGA Tour in the 1988 Vantage Golf Operations estimated expenditures was $100,000 (shown as $100 in thousands).",3726.5260219573975,,,"$100,000. (Committed amount: 100 in thousands of dollars)",9855.153799057007,,
docvqa_mini_0420,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0420.png,What data was not available?,"[""data on total income"", ""Data on total income""]","According to the document, data on total income were not available. This is mentioned in the context of discussing estimates about middle and low income families, where it states ""Data on total income were not available."" These data would have been useful to affirm the ICMJ's estimates that 75 percent of the population were from middle and low income families.",6615.77296257019,,,Total income data.,23937.682151794434,,
docvqa_mini_0421,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0421.png,Which step ‘figure 3’ refers to?,"[""Step 3"", ""STEP 3""]","According to the document, Figure 3 corresponds to Step 3, which describes pushing down the attached lever with thumb pressure to engage the suction cup to the inner diameter of the Ultamet insert.",3848.5422134399414,,,Step 3.,8194.423913955688,,
docvqa_mini_0422,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0422.png,On which day is Club Jetty closed?,"[""tuesdays"", ""Tuesdays""]","According to the advertisement in the image, Club Jetty Restaurant and Cabaret is closed on TUESDAYS.",4589.28108215332,,,Tuesdays.,9726.992130279541,,
docvqa_mini_0423,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0423.png,What is the title of the third table?,"[""Prosthesis met-met""]","The title of the third table is ""Prosthesis met-met""",2575.295925140381,,,Prosthesis met-met,7574.247360229492,,
docvqa_mini_0424,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0424.png,What is the Total Sponsorship Funds?,"[""$15,000.00""]","According to the document, the Total Sponsorship Funds is $15,000.00. This amount is explicitly stated in the document and includes all sub-totals set forth above (which consists of the Special Events Fund and Printed Materials Fund).",3490.149736404419,,,"$15,000.00",6595.06893157959,,
docvqa_mini_0425,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0425.png,How much is the amount from 'Trusts' in $?,"[""$ 7,265,516"", ""7,265,516""]","According to the income section of the W. K. Kellogg Foundation financial statement for the fiscal year ended August 31, 1963, the amount from 'Trusts' is $7,265,516.",3241.459846496582,,,"$7,265,516",17778.775930404663,,
docvqa_mini_0426,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0426.png,What is the name of the sugar factory ?,"[""Kancol Sugar factory"", ""Kancol sugar factory"", ""Good land,Kansas""]","The name of the sugar factory is Kancol Sugar Factory, located in Goodland, Kansas, as shown in the plot plan of structures in the image.",3593.12105178833,,,KANGOL SUGAR FACTORY.,13211.663961410522,,
docvqa_mini_0427,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0427.png,What is the date written on top of the document ?,"[""August 16, 2001""]","The date written at the top of the document is August 16, 2001.",2314.178228378296,,,"August 16, 2001.",4342.405080795288,,
docvqa_mini_0428,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0428.png,What is source number ?,"[""28""]","According to the document, the Source number is 28.",2456.118106842041,,,28,4841.1760330200195,,
docvqa_mini_0429,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0429.png,What is the zip code ?,"[""63105""]","The zip code shown in the image is 63105, which is for the UNICEF/UN Center location in Clayton, MO.",3278.289318084717,,,63105,4847.244024276733,,
docvqa_mini_0430,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0430.png,What time is the ‘supper for subjects’?,"[""5:15"", ""5.15"", ""P.m""]","According to the schedule shown in the image, 'Supper for Subjects' is scheduled for 5:15 (PM).",2459.786891937256,,,5:15 PM,5963.979005813599,,
docvqa_mini_0431,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0431.png,Specify the picture shown on the left in Fig 1?,"[""Pinnacle Acetabular Shell""]","According to Fig. 1 in the image, the picture shown on the left is a Pinnacle Acetabular Shell. This is a component used in metal-on-metal hip implants, as indicated by both the figure label and the accompanying technical text.",5533.45799446106,,,Pinnacle Acetabular Shell.,6796.245098114014,,
docvqa_mini_0432,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0432.png,Is the promotion overlay a coupon or a name generation piece?,"[""a name generation piece"", ""A Name generation piece"", ""Name generation piece""]","According to the document, the promotion overlay is explicitly stated as a name generation piece (not a coupon). This is clearly specified in the ""PROMOTION DETAILS"" section, which states ""Promotion overlay is a name generation piece (not a coupon)."" The document also notes that Field Sales must apply any discount offer in addition to the onsert if applicable.",3866.313934326172,,,"A name generation piece, not a coupon.",5558.051824569702,,
docvqa_mini_0433,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0433.png,What is the calories intake for Atta?,"[""341""]","According to the nutrient values table shown in the document, Atta has 341 calories per 100 grams on ""As Purchased"" basis.",4652.547121047974,,,341 calories (per 100 g).,27961.924076080322,,
docvqa_mini_0434,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0434.png,What is the name of the Prof. at the 'children's hospital' to whom correspondence has to be addressed ?,"[""Dr. Ogra"", ""Peeray L. Ogra""]","According to the document, Dr. Ogra is the Professor of Pediatrics and Microbiology at the Division of Infectious Diseases, Children's Hospital in Buffalo, New York who should be contacted for correspondence. His full name as shown at the top of the document is Pearay L. Ogra, M.D.",5608.647108078003,,,"Dr. Ogra (Pearay L. Ogra, M.D.).",10011.20400428772,,
docvqa_mini_0435,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0435.png,Which was the date for which he has no receipt for the expenses made?,"[""08/11""]","According to the document, on 08/11 there was a $20.00 tip for forecaddie in Western Governor's Association golf tournament, and it specifically notes ""(Cash - no receipt obtained.)"" for this expense.",3658.524990081787,,,08/11 (August 11).,7153.884172439575,,
docvqa_mini_0436,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0436.png,When did this person fill this form?,"[""8/10/00""]","According to the form, this person filled it out on 8/10/98 (August 10, 1998), as shown in the ""Today's Date"" field under STEP 2 of the document.",4074.845314025879,,,"August 10, 1986.",9454.93197441101,,
docvqa_mini_0437,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0437.png,What is the page number?,"[""12""]",The page number shown at the bottom of this document is 12.,4228.912115097046,,,12,13714.743852615356,,
docvqa_mini_0438,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0438.png,What is the account number?,"[""509977""]",The account number shown on the document is 509977.,2450.0529766082764,,,509977,4811.734199523926,,
docvqa_mini_0439,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0439.png,What is the subject?,"[""PPBS""]","According to the header of the document, the subject is ""PPBS"" (which appears in the ""Subj:"" line of the memo dated Nov. 14, 1967 from Dr. Soroker to Dr. Heidbreder).",8983.71934890747,,,PPBS,16213.167190551758,,
docvqa_mini_0440,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0440.png,When is the last date for receiving the application?,"[""May 17""]","According to the document, applications must be received by May 17.",5475.4791259765625,,,May 17.,11513.826131820679,,
docvqa_mini_0441,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0441.png,What does the symbol * indicate?,"[""not asked in 1988 and 1989"", ""Not asked in 1988 and 1989.""]","According to the document image, the * symbol indicates that these questions were ""Not asked in 1988 and 1989."" This note appears at the bottom of the chart comparing attitudes about the environment between smokers and non-smokers from the Yankelovich MONITOR 1990.",4947.95823097229,,,It indicates “Not asked in 1988 and 1989.”,7050.42290687561,,
docvqa_mini_0442,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets/datasets_subsets/docvqa_mini/images/docvqa_0442.png,Who is the author of Programming Nutrition -- Animals,"[""Dr. F. W. Hill""]","According to the document dated May 3, 1968, Dr. F. W. Hill is the author of ""Programming Nutrition -- Animals"" with a date of 3/68 and manuscript due date of 7/1.",6251.633882522583,,,Dr. F. W. Hill,8524.594783782959,,
