sample_id,image_path,ground_truth,language,dataset,prediction_azure_intelligence,inference_time_ms_azure_intelligence,tokens_used_azure_intelligence,error_azure_intelligence,prediction_donut,inference_time_ms_donut,tokens_used_donut,error_donut,prediction_mistral_document_ai,inference_time_ms_mistral_document_ai,tokens_used_mistral_document_ai,error_mistral_document_ai
![img-230.jpeg](img-230.jpeg)
![img-231.jpeg](img-231.jpeg)
![img-232.jpeg](img-232.jpeg)
![img-233.jpeg](img-233.jpeg)
![img-234.jpeg](img-234.jpeg)
![img-235.jpeg](img-235.jpeg)
![img-236.jpeg](img-236.jpeg)
![img-237.jpeg](img-237.jpeg)
![img-238.jpeg](img-238.jpeg)
![img-239.jpeg](img-239.jpeg)
![img-240.jpeg](img-240.jpeg)
![img-241.jpeg](img-241.jpeg)
![img-242.jpeg](img-242.jpeg)
![img-243.jpeg](img-243.jpeg)
![img-244.jpeg](img-244.jpeg)
![img-245.jpeg](img-245.jpeg)
![img-246.jpeg](img-246.jpeg)
![img-247.jpeg](img-247.jpeg)
![img-248.jpeg](img-248.jpeg)
![img-249.jpeg](img-249.jpeg)
![img-250.jpeg](img-250.jpeg)
![img-251.jpeg](img-251.jpeg)
![img-252.jpeg](img-252.jpeg)
![img-253.jpeg](img-253.jpeg)
![img-254.jpeg](img-254.jpeg)
![img-255.jpeg](img-255.jpeg)
![img-256.jpeg](img-256.jpeg)
![img-257.jpeg](img-257.jpeg)
![img-258.jpeg](img-258.jpeg)
![img-259.jpeg](img-259.jpeg)
![img-260.jpeg](img-260.jpeg)
![img-261.jpeg](img-261.jpeg)
![img-262.jpeg](img-262.jpeg)
![img-263.jpeg](img-263.jpeg)
![img-264.jpeg](img-264.jpeg)
![img-265.jpeg](img-265.jpeg)
![img-266.jpeg](img-266.jpeg)
![img-267.jpeg](img-267.jpeg)
![img-268.jpeg](img-268.jpeg)
![img-269.jpeg](img-269.jpeg)
![img-270.jpeg](img-270.jpeg)
![img-271.jpeg](img-271.jpeg)
,0.800,0.419
![img-272.jpeg](img-272.jpeg)
![img-273.jpeg](img-273.jpeg)
![img-274.jpeg](img-274.jpeg)
![img-275.jpeg](img-275.jpeg)
![img-276.jpeg](img-276.jpeg)
![img-277.jpeg](img-277.jpeg)
![img-278.jpeg](img-278.jpeg)
![img-279.jpeg](img-279.jpeg)
![img-280.jpeg](img-280.jpeg)
![img-281.jpeg](img-281.jpeg)
![img-282.jpeg](img-282.jpeg)
![img-283.jpeg](img-283.jpeg)
![img-284.jpeg](img-284.jpeg)
![img-285.jpeg](img-285.jpeg)
,0.800,0.419
![img-286.jpeg](img-286.jpeg)
![img-287.jpeg](img-287.jpeg)
![img-288.jpeg](img-288.jpeg)
![img-289.jpeg](img-289.jpeg)
![img-290.jpeg](img-290.jpeg)
![img-291.jpeg](img-291.jpeg)
![img-292.jpeg](img-292.jpeg)
,0.800,0.419
![img-293.jpeg](img-293.jpeg)
![img-294.jpeg](img-294.jpeg)
![img-295.jpeg](img-295.jpeg)
![img-296.jpeg](img-296.jpeg)
![img-297.jpeg](img-297.jpeg)
,0.800,0.419
![img-298.jpeg](img-298.jpeg)
![img-299.jpeg](img-299.jpeg)
,0.800,0.419
,0.800,0.419
,0.800,0.419
,0.800,0.419
,0.800,0.419
,0.800,0.419
,0.800,0.419
,0.800,0.334,0.800,0.419
,0.800,0.334,0.800,0.419
,0.800,0.334,0.800,0.419
,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.80,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.334,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.8000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.8000,0.8000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.8000,0.800,0.800,0.800,0.800,0.8000.800,0.800,0.800,0.800,0.8000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.8000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800.800,0.8000,0.800,0.800,0.8000,0.800",19654.245853424072,,
icdar_tr_img_08798,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08798.jpg,"গোল্ড
জুয়েলা
###","Bangla, None",ICDAR_mini,"शाण्ड जुटजाना
5",2536.9842052459717,,,<s_menu><s_nm>,677.4358749389648,,,"<table><tr><td colspan=""3""></td></tr></table>",1571.4900493621826,,
icdar_tr_img_08819,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08819.jpg,"পাঠাগার
###
১৯৫২
-
সংহতি
সাধারণ","Bangla, Symbols",ICDAR_mini,,3577.599048614502,,,<s_menu><s_nm>,448.73905181884766,,,"<table><tr><td colspan=""3""></td></tr></table>",1331.1638832092285,,
icdar_tr_img_08820,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08820.jpg,"M-9732688632/8101946576
টেলি
ন্ধব
###","Bangla, None, Latin",ICDAR_mini,"M-9732688632/8101946576
A",2520.4668045043945,,,<s_menu><s_nm> M-9732688632/8101946576</s_total_price></s_total>,899.3959426879883,,,# M-9732688682/8101946576,1583.791971206665,,
icdar_tr_img_08853,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08853.jpg,"প্রিন্স
আই
ভিসন",Bangla,ICDAR_mini,थिन्स चार जमन,2501.0459423065186,,,<s_menu><s_nm>,2473.3989238739014,,,# মিশ্র ফোন আই ফোন,1136.6889476776123,,
icdar_tr_img_08874,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08874.jpg,"নিউ
মঙ্গল
হোটেল
রেষ্টুরেন্ট
এণ্ড",Bangla,ICDAR_mini,"तिए तमल
DC",2477.050304412842,,,<s_menu><s_nm>,438.08794021606445,,,"101 379
916a 1080",1592.9110050201416,,
icdar_tr_img_08876,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08876.jpg,"প্রচারে
ঃ-
মোড়
কালচার
কালচার
###","Bangla, Symbols",ICDAR_mini,"D OF
00000
यमदूत :-
कालजन ढ्याड़
कालजन दय",2503.3440589904785,,,<s_menu><s_nm>,459.1219425201416,,,"![img-0.jpeg](img-0.jpeg)

![img-1.jpeg](img-1.jpeg)

# প্রচারে ৪ – কলেচার মোড় কলেচার মোড়",2104.254961013794,,
icdar_tr_img_08900,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08900.jpg,"রামকো
কংক্রীটের
###
###","Bangla, None",ICDAR_mini,,2461.7929458618164,,,<s_menu><s_nm>,445.2850818634033,,,.,1740.3998374938965,,
icdar_tr_img_08953,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08953.jpg,"যত্নে।
বেশ
,","Bangla, Symbols",ICDAR_mini,ततग्न शल्य।,2643.7108516693115,,,<s_menu><s_nm>,441.1020278930664,,,"# ![img-0.jpeg](img-0.jpeg) 

![img-1.jpeg](img-1.jpeg)
![img-2.jpeg](img-2.jpeg)
![img-3.jpeg](img-3.jpeg)
![img-4.jpeg](img-4.jpeg)
![img-5.jpeg](img-5.jpeg)
![img-6.jpeg](img-6.jpeg)
![img-7.jpeg](img-7.jpeg)
![img-8.jpeg](img-8.jpeg)
![img-9.jpeg](img-9.jpeg)
![img-10.jpeg](img-10.jpeg)
![img-11.jpeg](img-11.jpeg)
![img-12.jpeg](img-12.jpeg)
![img-13.jpeg](img-13.jpeg)
![img-14.jpeg](img-14.jpeg)
![img-15.jpeg](img-15.jpeg)















































































































































































































































































,",11120.958089828491,,
icdar_tr_img_08968,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08968.jpg,"রাজশ্রী
বি.
মনোরঞ্জনপাল
এম.
রোড.",Bangla,ICDAR_mini,"अब. वि. वाड, घटनांजबनभाल",3695.485830307007,,,"<s_menu><s_nm> R.GING,讓我們了解到",15379.11081314087,,,"![img-0.jpeg](img-0.jpeg)

এম. বি. রোড, মনোরঞ্জন পাল",1026.6003608703613,,
icdar_tr_img_08983,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08983.jpg,"পদযাত্রা
যুব
ন
ওয়েলিংটন.
সমাবেশ
বেলা
২টা
###","Bangla, Latin",ICDAR_mini,"यूव
न
अर्थात्निष्ठेन, बिला- राठी",2524.5749950408936,,,<s_menu><s_nm>,438.0631446838379,,,"![img-0.jpeg](img-0.jpeg)

# অসমিত",2114.147186279297,,
icdar_tr_img_09009,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09009.jpg,"पुणेकार
मिळुनि
सारे
स्वच्छ
करु
समस्त",Hindi,ICDAR_mini,मिळूनि सारे करु समस्त पुणेकर स्वच्छ,2482.5599193573,,,<s_menu><s_nm> ART CHEER GARRI 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복 행복,10510.241985321045,,,"# मिर्जा

![img-0.jpeg](img-0.jpeg)

मिर्जा

सारे केस समस्त पुणेकर स्वच्छ",1444.1711902618408,,
icdar_tr_img_09053,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09053.jpg,"P
चारचाकी
वाहनांसाठई
पार्किंग
अँग्युलर","Hindi, Latin",ICDAR_mini,"P
चारचाकी वाहनांसाठी
अॅग्युलर पार्किंग",2454.637050628662,,,<s_menu><s_nm>,437.55602836608887,,,"# ![img-0.jpeg](img-0.jpeg) 

![img-1.jpeg](img-1.jpeg)",1738.8339042663574,,
icdar_tr_img_09067,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09067.jpg,"पोलीस
महाराष्ट्र
खलनिग्रहणाय
सद्रक्षणाय
(उत्तर)
विरोधी
गुंडा
पथक
पुणे
गुन्हे
शहर
शाखा
,","Symbols, Hindi",ICDAR_mini,"महाराष्ट्र
पोलीस
सद्रक्षणाय खलनिग्रहणाय
गुंडा विरोधी पथक (उत्तर)
गुन्हे शाखा, पुणे शहर",2453.023910522461,,,<s_menu><s_nm> TEA,443.436861038208,,,"![img-0.jpeg](img-0.jpeg)

# गुजा विरोधी पथक (उत्तर) पुन्हे शाखा, पुणे शहर",1355.1609516143799,,
icdar_tr_img_09106,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09106.jpg,"नगरी
वेदंत",Hindi,ICDAR_mini,वेदांत नगरी,2467.6411151885986,,,<s_menu><s_nm>,422.4061965942383,,,"# 1.0 

![img-0.jpeg](img-0.jpeg)",1160.5291366577148,,
icdar_tr_img_09158,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09158.jpg,औषधे,Hindi,ICDAR_mini,औषध,2446.471929550171,,,<s_menu><s_nm>,482.12504386901855,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",1024.0750312805176,,
icdar_tr_img_09166,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09166.jpg,"झाडे
लावा
,
झाडे
जगवा
.","Symbols, Hindi",ICDAR_mini,"झाडे लावा,
झाडे जगवा",2470.756769180298,,,<s_menu><s_nm>,431.1256408691406,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",940.2649402618408,,
icdar_tr_img_09167,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09167.jpg,अमूल,Hindi,ICDAR_mini,अमूल,2464.118003845215,,,<s_menu><s_nm>,497.09510803222656,,,"<table><tr><td colspan=""3""></td></tr></table>",864.0358448028564,,
icdar_tr_img_09209,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09209.jpg,"केंद्राकडे
श्री.
समर्थ
स्वामी",Hindi,ICDAR_mini,श्री. स्वामी समर्थ केंद्राकडे,2469.2699909210205,,,<s_menu><s_nm>,3683.7990283966064,,,श्री. स्वामी समर्थ केहालते,832.5848579406738,,
icdar_tr_img_09238,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09238.jpg,"बोळ
तांबे
को.
पिन.
४११०३०",Hindi,ICDAR_mini,"तांबे बोळ
पिन: को ४११०३०
1",2468.190908432007,,,<s_menu><s_nm> YOGI,463.98210525512695,,,"![img-0.jpeg](img-0.jpeg)

# ![img-1.jpeg](img-1.jpeg)",1213.3018970489502,,
icdar_tr_img_09240,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09240.jpg,"डॉ.
रावसाहेब
वी.
ग.
कपोते
चौक",Hindi,ICDAR_mini,"डॉ. रावसाहेब गं. वी.
कपोते चौक",2546.8690395355225,,,<s_menu><s_nm> RICRIFE,460.59203147888184,,,"डॉ. रावसाहेब ग. वी.
कपोते चौक",1389.3771171569824,,
icdar_tr_img_09244,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09244.jpg,"नं.
३२
शाळा
संकल्पना",Hindi,ICDAR_mini,"३२ नं.
श
ळा
संकल्पना",2481.826066970825,,,<s_menu><s_nm>,488.90018463134766,,,"# ![img-0.jpeg](img-0.jpeg) 

![img-1.jpeg](img-1.jpeg)",1387.862205505371,,
icdar_tr_img_09283,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09283.jpg,"सोसायटी
सुख
वास",Hindi,ICDAR_mini,सुख वास सोसायटी,2465.437173843384,,,<s_menu><s_nm> He aIR HIRRINGGA</s_total>,608.2248687744141,,,"# बिजनेस सत्र

![img-0.jpeg](img-0.jpeg)",910.9001159667969,,
icdar_tr_img_09292,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09292.jpg,"लॉन्ड्री
चित्रा",Hindi,ICDAR_mini,चित्रा लॉन्डी,2466.675281524658,,,<s_menu><s_nm>,449.7971534729004,,,"<table><tr><td colspan=""3"">![img-0.jpeg](img-0.jpeg)</td></tr></table>",1189.7399425506592,,
icdar_tr_img_09309,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09309.jpg,"पुणेरी
मिसळ",Hindi,ICDAR_mini,पुणेरी मिसळ,2533.5071086883545,,,<s_menu><s_nm>,2762.169122695923,,,# ![img-0.jpeg](img-0.jpeg),1467.383861541748,,
icdar_tr_img_09312,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09312.jpg,"मास्क
द
शॉपी
रेडिमेड
जेन्टस्‌",Hindi,ICDAR_mini,"द मास्क
जेन्टस् रेडिमेड शॉपी",2466.1266803741455,,,<s_menu><s_nm> SUS,3195.63889503479,,,"![img-0.jpeg](img-0.jpeg)

# ![img-1.jpeg](img-1.jpeg)",1192.093849182129,,
icdar_tr_img_09320,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09320.jpg,"ब्रीज
होळकर
येरवडा",Hindi,ICDAR_mini,"होळकर ब्रीज
येरवडा",2464.0777111053467,,,<s_menu><s_nm>,433.7759017944336,,,"# होल्कर बीज

## गैरवश",1303.9460182189941,,
icdar_tr_img_09324,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09324.jpg,"प्रतिबंधक
रोगा",Hindi,ICDAR_mini,रोग प्रतिबंधक,2449.8279094696045,,,<s_menu><s_nm>,417.03295707702637,,,"# ![img-0.jpeg](img-0.jpeg) 

![img-1.jpeg](img-1.jpeg)
![img-2.jpeg](img-2.jpeg)
![img-3.jpeg](img-3.jpeg)
![img-4.jpeg](img-4.jpeg)
![img-5.jpeg](img-5.jpeg)
![img-6.jpeg](img-6.jpeg)
![img-7.jpeg](img-7.jpeg)",1636.9531154632568,,
icdar_tr_img_09335,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_09335.png,"शॉप
मैगजीन
माईन
मार्डन
&
बुक्स
बुक्स
###
###
###
###
###
###
###","Symbols, Hindi, None",ICDAR_mini,"मार्डन मैगजीन शॉप
मार्डन बुक्स & बुक्स
BIL LD.A. SHIOPPOING COMPLER EAPOORTHALA, ALICAME, LOODIOWN",2471.8620777130127,,,<s_menu><s_nm>,431.57100677490234,,,"^{}[] माईन मेमजीन शॉप
^{}[] माईन बुक्स 4 बुक्स
^{}[] 100-1-2-3, 100PPM/100PPM, 100-200PPM, 400PPM, 100PPM",952.5110721588135,,
