sample_id,image_path,dataset,language,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_error,gpt-5-nano_timestamp
icdar_tr_img_08079,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08079.jpg,ICDAR_mini,Bangla,"ভান্ডার
মাতৃ
পাড়া
পূর্ব
মোর,
বি.
রোড,
এম.","মাতৃভূমি
এম. বি. রোড, পূর্ব পাড়া মোড়,",Extract all text from this document image,13213.412761688232,,,2025-12-23T21:32:22.671143,,Extract all text from this document image,13775.386095046997,,,2025-12-23T22:13:21.094340
icdar_tr_img_08091,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08091.jpg,ICDAR_mini,"Bangla, None, Latin","ভারত
###
###
অন্তর্ভুক্ত
অন্তর্গত
###
###
পরিষেবা
###
###
অনান্য
###
###
ব্যাঙ্কের
SBI
খোলা
খাতা
###","Detected text (transcribed from the image). Clear items first, then partially-obscured/uncertain lines.

Clear text:
- सत्यमेव जयते
- অনন্য পরিষেবা
- • SBI ব্যাঙ্কের খাতার খোলা
  (the green dot before ""SBI"" is visible)

Partially visible / uncertain (best-effort transcription):
- ভারত সরকার (top-right, blue — partly cut off)
- অন্তর্ভুক্ত পঞ্চ... (next blue line — partly obscured, unreadable after ""পঞ্চ"")
- অনগত পি... (third blue line — partially visible and unclear)

If you want, I can crop/zoom the top-right area and try to refine the uncertain lines further.",Extract all text from this document image,11943.066120147705,,,2025-12-23T21:33:33.334277,,Extract all text from this document image,13736.885070800781,,,2025-12-23T22:14:33.742580
icdar_tr_img_08132,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08132.jpg,ICDAR_mini,"Bangla, Latin","বিশ্ব
বাংলা
ব
BISWA
BANGLA
সবুজ
সাথী","বিশ্ব বাংলা
BISWA BANGLA
জয় বাংলা",Extract all text from this document image,6809.643745422363,,,2025-12-23T21:36:22.034293,"Here is the text I can read from the image:

- বিশ্ব বাংলা (Biswa Bangla)
- BISWA BANGLA

Note: There is some additional small text along the zigzag line that is not clearly legible in the image.",Extract all text from this document image,9698.355913162231,,,2025-12-23T22:17:49.010681
icdar_tr_img_08140,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08140.jpg,ICDAR_mini,"Bangla, None, Latin","###
আনন্দ
anand","আনন্দ
ANAND",Extract all text from this document image,5308.29381942749,,,2025-12-23T22:30:28.728009,"আনন্দ
ANAND",Extract all text from this document image,8378.714084625244,,,2025-12-23T23:19:17.822691
icdar_tr_img_08167,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08167.jpg,ICDAR_mini,"Bangla, None, Latin","CROTECHGLOBALITS
###
আবার
মদন
মিত্র","CROTECHGLOBALITS
+91 +91
আবার
মদন মিত্র",Extract all text from this document image,12684.897184371948,,,2025-12-23T21:33:01.673479,,Extract all text from this document image,12801.192045211792,,,2025-12-23T22:13:59.732592
icdar_tr_img_08182,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08182.jpg,ICDAR_mini,"Bangla, None","চৌমাথা
ওন্দা
সার্ব্বজনীন
দুর্গা
মন্দির
I","I can clearly read only the final words; the rest of the sign is too blurred to decipher reliably.

Clear text (from the right side):
- মা দুর্গা মন্দির।

Partial / uncertain (best-effort, may be incorrect):
- (beginning is not legible enough to transcribe with confidence)

If you can provide a higher-resolution or less-blurry crop of the left/center portion I can try again and give a complete transcription.",Extract all text from this document image,15308.55393409729,,,2025-12-23T21:36:37.343286,ग्राम पंचायत कार्यालय,Extract all text from this document image,13189.871072769165,,,2025-12-23T22:18:02.200877
icdar_tr_img_08190,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08190.jpg,ICDAR_mini,Bangla,"লক্ষী
ভিলা
ঠাকুর
গোপাল
রোড
লাল
১৩৬,
কলকাতা
৩৫","লক্ষ্মী ভিলা
১৩৬, গোপালনাথ ঠাকুর রোড
কলকাতা-৭৫",Extract all text from this document image,9072.964906692505,,,2025-12-23T21:37:37.922413,,Extract all text from this document image,13524.365901947021,,,2025-12-23T22:19:16.468870
icdar_tr_img_08198,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08198.jpg,ICDAR_mini,Bangla,"সাক্ষাতের
###
কেন্দ্রে
যান","সাক্ষাতের
কেন্দ্র যান",Extract all text from this document image,9515.57183265686,,,2025-12-23T21:33:42.850291,,Extract all text from this document image,14620.828866958618,,,2025-12-23T22:14:48.363808
icdar_tr_img_08202,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08202.jpg,ICDAR_mini,Bangla,"আদি
আদি
ফকির
ফকির
প্রো:-
প্রোঃ
মহম্মদ
মহম্মদ","আদি
• প্রোঃ ফকির মহম্মদ",Extract all text from this document image,6129.985094070435,,,2025-12-23T21:34:51.662199,,Extract all text from this document image,13711.884021759033,,,2025-12-23T22:16:11.034831
icdar_tr_img_08211,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08211.jpg,ICDAR_mini,Bangla,"প্রদীপ
কুমার
বেজ
ডাঃ
ডাঃ
অনিন্দ্য
সুন্দর
দাস
ডাঃ
দেবাশিস
সর্দার","ডাঃ প্রদীপ কুমার বেজ
ডাঃ অনিন্দ্য সুন্দর দাস
ডাঃ দেবাশিস সর্দার",Extract all text from this document image,8500.792741775513,,,2025-12-23T21:30:14.547037,,Extract all text from this document image,13575.60110092163,,,2025-12-23T22:10:52.706185
icdar_tr_img_08248,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08248.jpg,ICDAR_mini,"Bangla, Symbols","সাইকেল
''
এখানে
রাখিবেন
না","""এখানে সাইকেল
রাখিবেন না",Extract all text from this document image,11478.147029876709,,,2025-12-23T21:30:42.532740,,Extract all text from this document image,14712.597846984863,,,2025-12-23T22:11:34.084792
icdar_tr_img_08249,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08249.jpg,ICDAR_mini,Bangla,"পয়া
জুয়েলার্স
কলিকাতা-
বি.
৪৯
৪৯
রোড,
###
২
এম.","শরা জুয়েলার্স
২ এম. বি. রোড, কলকাতা ৪৯",Extract all text from this document image,8937.737941741943,,,2025-12-23T21:31:43.450965,,Extract all text from this document image,13281.495809555054,,,2025-12-23T22:12:39.639126
icdar_tr_img_08253,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08253.jpg,ICDAR_mini,Bangla,"স্টেট
কোতুলপুর
তিন
বাঁকুড়া
ব্যাঙ্ক
-এর
তলায়,","কোতুলপুর স্টেট ব্যাঙ্ক -এর তিন তলায়, বাঁকুড়া",Extract all text from this document image,10830.132961273193,,,2025-12-23T21:32:33.501724,,Extract all text from this document image,11402.223110198975,,,2025-12-23T22:13:32.496899
icdar_tr_img_08255,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08255.jpg,ICDAR_mini,Bangla,"চিত্রমালা
ইলেকট্রিক",विज्ञान हेलीकॉप्टर,Extract all text from this document image,12537.841796875,,,2025-12-23T21:35:34.818764,,Extract all text from this document image,14433.942079544067,,,2025-12-23T22:16:59.953257
icdar_tr_img_08270,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08270.jpg,ICDAR_mini,Bangla,মঞ্জউ,शुभ,Extract all text from this document image,10477.400064468384,,,2025-12-23T21:34:45.531789,"No readable text is present. The image shows a yellow panel with red graffiti/letterforms on a blue wall, but the characters are stylized and not legible as standard text. If you’d like, I can try to enhance the image or crop a region to attempt OCR, but as-is there is no extractable text.",Extract all text from this document image,8877.968072891235,,,2025-12-23T22:15:57.322353
icdar_tr_img_08288,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08288.jpg,ICDAR_mini,Bangla,নটরাজ,"I’m sorry — I can’t confidently read the lettering in this photo. The sign is stylized, cracked and photographed at an angle which makes automatic OCR and manual reading uncertain.

Could you:
- upload a higher-resolution, straight‑on crop of the sign (focus tightly on the letters), or
- provide another photo taken closer and without strong shadows?

If you want, I can attempt a best-effort transcription from the current image, but it would likely be inaccurate. Which would you prefer?",Extract all text from this document image,15360.117197036743,,,2025-12-23T21:36:15.224331,google,Extract all text from this document image,12600.298881530762,,,2025-12-23T22:17:39.311880
icdar_tr_img_08316,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08316.jpg,ICDAR_mini,Bangla,আইডিয়া,আইডিয়া,Extract all text from this document image,9726.870059967041,,,2025-12-23T21:34:25.652630,আহিত্যা,Extract all text from this document image,10168.80488395691,,,2025-12-23T22:15:37.458856
icdar_tr_img_08400,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08400.jpg,ICDAR_mini,Bangla,"মাটি
টাকা
মাটি-
টাকা","টাকা মাটি - মাটি টাকা

(অন্যান্য দৃশ্যমান লিপি অস্পষ্ট/পঠनीय নয়)",Extract all text from this document image,9400.925874710083,,,2025-12-23T21:34:35.053961,টাকা-মাটি- মাটি চক্কা,Extract all text from this document image,10984.687089920044,,,2025-12-23T22:15:48.443943
icdar_tr_img_08408,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08408.jpg,ICDAR_mini,Bangla,"মায়ের
আশীর্বাদ","মায়ের  
আশীর্বাদ",Extract all text from this document image,6365.2708530426025,,,2025-12-23T21:30:20.912723,"Extracted text:
- মায়ের
- আশীর্বাদ",Extract all text from this document image,12070.372819900513,,,2025-12-23T22:11:04.776678
icdar_tr_img_08415,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08415.jpg,ICDAR_mini,"Bangla, None, Latin","###
খেলাধূলার
সমস্ত
সরঞ্জাম
মো-
973218
###","(খোলাবিলার সঞ্চয় সংগ্রহস্থল)
মোঃ- 973218",Extract all text from this document image,11260.257005691528,,,2025-12-23T21:28:26.020815,,Extract all text from this document image,15811.461687088013,,,2025-12-23T22:09:07.637602
icdar_tr_img_08451,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08451.jpg,ICDAR_mini,Bangla,"নজরুল
খ্রীঃ
জন্ম
১৮৯৯
মে।
২৪শে
আগষ্ট।
খ্রীঃ
২৯শে
১৯৭৬
মৃতু্্য-","নজরুল
জন্ম- ১৮৯৯ খ্রিঃ ২৪ মে।
মৃত্যু- ১৯৭৬ খ্রিঃ ২৯ শে আগস্ট",Extract all text from this document image,11053.102016448975,,,2025-12-23T21:35:45.871975,"নজরুল
জন্ম- ১৮৯৯ খ্রি: ২৪ মে
মৃত্যু- ১৯৭৬ খ্রি: ২৯ আগস্ট",Extract all text from this document image,13639.419078826904,,,2025-12-23T22:17:13.592921
icdar_tr_img_08465,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08465.jpg,ICDAR_mini,"Bangla, Latin","তৈরীর
উপাদান
যায়
পাওয়া
সমস্ত
৷
###
বাঁকুড়া
পাশে,
###","তৈরীর সমস্ত উপাদান পাওয়া যায়।
পাশে, বাঁকুড়া

(দৃশ্যের অন্যান্য ছোট-খাটো লেখাগুলো নিম্ন রেজলিউশনে অস্পষ্ট হওয়ায় পরিষ্কারভাবে পড়া যায়নি)",Extract all text from this document image,10869.323015213013,,,2025-12-23T21:36:48.213247,,Extract all text from this document image,13611.595153808594,,,2025-12-23T22:18:15.812797
icdar_tr_img_08473,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08473.jpg,ICDAR_mini,"Bangla, None","পার্লার
দেবরাজ
এখানে
দাঁড়ি
###
###
###","Detected text (best-effort transcription from the image):

- দেবরাজের পালং (uncertain)
- এখানে ঠাণ্ডা দই (uncertain)
- 10 (on a product label in the lower-left)

Note: The large signboard text and the vertical text on the right are in Bengali; the exact reading of some characters is uncertain due to image angle, lighting, and partial occlusion.",Extract all text from this document image,11788.116216659546,,,2025-12-23T21:33:13.462223,,Extract all text from this document image,13414.234161376953,,,2025-12-23T22:14:13.147331
icdar_tr_img_08477,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08477.jpg,ICDAR_mini,Bangla,"পঞ্চায়েত
সমিতি
কার্য্যালয়
ওন্দা","I can’t confidently read every character from this photo because parts are worn and small, but here are the text fragments I can make out reliably:

- पंचायत
- कार्यालय

The rest (the village/place name around the arch) is not clear enough to transcribe with confidence. If you can provide a closer, higher-resolution crop of the arch text (especially the left and right ends), I can try again and produce a full transcription.",Extract all text from this document image,13991.684198379517,,,2025-12-23T21:35:59.863860,"I’m not able to reliably read and transcribe the text from this curved, weathered arch image. The letters are worn and the curvature makes optical recognition difficult.

If you can provide:
- a higher-resolution image, or
- a cropped, straightened photo of the arch (text along the circle, clearly legible),

I can extract all the text for you. If you know the language (likely Gujarati or a related script), I can also tailor the OCR to improve accuracy.",Extract all text from this document image,13117.994785308838,,,2025-12-23T22:17:26.711144
icdar_tr_img_08479,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08479.jpg,ICDAR_mini,"Bangla, None","###
###
ওন্দা
খুচরা
ঔষধের
দোকান
বাঁকুড়া","মুচরা ইমামের দোকান

কেক

বেকারি",Extract all text from this document image,17555.173873901367,,,2025-12-23T21:31:21.764564,,Extract all text from this document image,13254.745960235596,,,2025-12-23T22:12:13.175595
icdar_tr_img_08486,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08486.jpg,ICDAR_mini,Bangla,"পরীক্ষা
চক্ষু
চশমা","চক্ষু পরীক্ষা
চশমা",Extract all text from this document image,8746.964931488037,,,2025-12-23T21:37:46.669685,"চক্ষু পরীক্ষা
চশমা",Extract all text from this document image,14053.309917449951,,,2025-12-23T22:19:30.522613
icdar_tr_img_08497,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08497.jpg,ICDAR_mini,Bangla,"পান্তুউ
জুয়েলার্স
এন্ড
সন্স
###","Best-effort transcription of the sign (Bengali):

শাহ জুয়েলার্স এন্ড সিলভার",Extract all text from this document image,11616.601705551147,,,2025-12-23T21:33:54.467325,,Extract all text from this document image,14138.236045837402,,,2025-12-23T22:15:02.502633
icdar_tr_img_08517,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08517.jpg,ICDAR_mini,"Bangla, None, Latin","F
Onita
অনিতা
###
NIMTA
K
UDAYPUR
ROAD,
B.
###","onita F
অনীতা
M. B. ROAD, UDAYPUR, NIMTA, KO",Extract all text from this document image,8690.94181060791,,,2025-12-23T21:30:51.224548,"- onita F
- আনিতা
- M. B. ROAD, UDAYPUR, NIMTA, KOLKATA",Extract all text from this document image,11980.815887451172,,,2025-12-23T22:11:46.065934
icdar_tr_img_08534,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08534.jpg,ICDAR_mini,"Bangla, None, Latin","###
ওন্দা
রোড
(U.B.I.
মেন",এক লেন রোড (U.B.I.),Extract all text from this document image,10934.560060501099,,,2025-12-23T22:37:53.794604,ইউনাইটেড ব্যাংক অব ইন্ডিয়া (U.B.I.),Extract all text from this document image,10367.04707145691,,,2025-12-23T23:27:50.063461
icdar_tr_img_08537,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08537.jpg,ICDAR_mini,"Bangla, None","###
###
গুঁড়ো
মশলা
গুঁড়ো","Extracted text (as seen in the image):

- ॐ ওড়ো মশলা
- ॐ ওড়ো

Note: The Om symbol (ॐ) appears before the words. Some characters are hand-painted and slightly worn, so the exact vowel/consonant marks (e.g., ়/ড় variants) may vary.",Extract all text from this document image,12747.883796691895,,,2025-12-23T21:31:34.512847,,Extract all text from this document image,13181.384801864624,,,2025-12-23T22:12:26.357099
icdar_tr_img_08540,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08540.jpg,ICDAR_mini,"Bangla, None","পিক,
কিংবা
###
পানের
দেওয়ালে
বা
জানালায়
###","""দেয়ালে বা জানালায় পানেলের পিক, কিংবা",Extract all text from this document image,11093.961954116821,,,2025-12-23T22:38:45.629491,,Extract all text from this document image,14536.877870559692,,,2025-12-23T23:28:53.423350
icdar_tr_img_08568,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08568.jpg,ICDAR_mini,Bangla,"ঠাণ্ডা
ঠাণ্ডা
কুল
কুল",सिया सिया कुल कुल,Extract all text from this document image,11309.955835342407,,,2025-12-23T21:35:15.624967,,Extract all text from this document image,14129.06813621521,,,2025-12-23T22:16:36.099512
icdar_tr_img_08586,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08586.jpg,ICDAR_mini,"Bangla, None","গীর্জায়
প্রবেশ
পথ
प्रवेश
चर्च","গীর্জায় প্রবেশ পথ

प्रवेश चर्च",Extract all text from this document image,10106.37378692627,,,2025-12-23T22:31:22.911426,,Extract all text from this document image,13462.085962295532,,,2025-12-23T23:20:24.795777
icdar_tr_img_08591,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08591.jpg,ICDAR_mini,"Bangla, Latin","PRADHAN
JEWELLERS
GOLD
PROP:-
PRADHAN
MANTU
প্র়়ধান
15,M.B.Road.Kol-49
MORE
CULTURE
গোল্ড","Here is the transcribed text I can read from the image:

Large sign (Bengali):
- প্রধান
- গোল্ড

Small plaque (English):
- PRADHAN
- GOLD JEWELLERS
- PROP:
- MANTU PRADHAN
- 15, M.B. Road, Kol-49
- (last line: ""CULTURE MORE"" — text here is partially unclear; could be ""CULTURE MORE"" or a similar phrase)

If you’d like, I can try to enhance/zoom the plaque area to attempt a clearer reading of the small print.",Extract all text from this document image,10650.099277496338,,,2025-12-23T22:19:00.282572,"- প্রধান
- গোল্ড
- PRADHAN GOLD JEWELLERS

Note: There is a small plaque next to the sign with the same title in English, but the remaining lines on that plaque are too small/blurred to read clearly.",Extract all text from this document image,14149.130821228027,,,2025-12-23T23:06:52.357688
icdar_tr_img_08595,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08595.jpg,ICDAR_mini,Bangla,"নিউ
লক্ষ্মী
নারায়ণ
ব্যাগ
সেন্টার","নিউ লন্ড্রি
নারায়ণ বাগ
সেন্টার

(Transliteration: ""New Laundry / Narayan Bag / Center"")",Extract all text from this document image,15486.276149749756,,,2025-12-23T21:32:48.988197,,Extract all text from this document image,14433.731079101562,,,2025-12-23T22:13:46.930998
icdar_tr_img_08597,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08597.jpg,ICDAR_mini,Bangla,"বুক
এজেন্সী","Best-effort transcription (vertical, top-to-bottom):

पोस्टर

Transliteration: ""poster""

Confidence: low — the text is stylized/decorative and somewhat unclear. If you can provide a higher-resolution or differently oriented image I can re-check.",Extract all text from this document image,9112.141847610474,,,2025-12-23T21:34:15.925141,The text visible in the image is in Devanagari and reads: श्री श्री श्री (Shri Shri Shri).,Extract all text from this document image,10649.290800094604,,,2025-12-23T22:15:27.289541
icdar_tr_img_08612,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08612.jpg,ICDAR_mini,"Bangla, Latin","Urnitu
###
ফার্নিচার
kol-
49
Phone:
28441419","urnitu (part of a larger ""furniture"" sign)
ফার্নিচার
KOL- 49  ●  Phone : 2844 1419",Extract all text from this document image,9930.461883544922,,,2025-12-23T21:32:09.457376,"- Furniture
- ফার্নিচারের
- KOL- 49 • Phone : 2844 1419",Extract all text from this document image,13339.379072189331,,,2025-12-23T22:13:07.318599
icdar_tr_img_08640,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08640.jpg,ICDAR_mini,"Bangla, Latin","niccopark
নারায়ণ","Detected text (from the image):

- NICCO PARK
- নারায়ণ  (Bengali; transliteration: ""Narayan"" / ""Narayana"" — approximate)",Extract all text from this document image,7731.531858444214,,,2025-12-23T21:36:55.945200,"- NICCO PARK
- নিক্কো পার্ক",Extract all text from this document image,8832.052946090698,,,2025-12-23T22:18:24.645197
icdar_tr_img_08675,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08675.jpg,ICDAR_mini,"Bangla, None","###
###
তৈয়ারি
সহকারে
যত্ন
মেরামোতের
ও
###
###",যত্ন সহকারে তৈরির ও মেরামতের,Extract all text from this document image,14237.159967422485,,,2025-12-23T21:29:01.862879,"I can’t confidently extract the text from this image. The resolution and the stylized Bengali script make it too blurry to read accurately.

If you can provide:
- a higher-resolution image (preferably a stretched crop of the line), or
- the text typed out,

I’ll extract and transcribe it precisely.",Extract all text from this document image,11300.604820251465,,,2025-12-23T22:09:43.558324
icdar_tr_img_08703,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08703.jpg,ICDAR_mini,"Bangla, None, Latin","###
2059
কলকাতা-
৮৩","2059

কলকাতা - ৮৩",Extract all text from this document image,6601.1199951171875,,,2025-12-23T21:37:15.843837,"- 2059
- কলকাতা-৮০",Extract all text from this document image,11242.419958114624,,,2025-12-23T22:18:50.017778
icdar_tr_img_08712,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08712.jpg,ICDAR_mini,Bangla,"মেডিক্যাল
কে.
আর.
ড্রাগিষ্ট
কেমিষ্ট","আব. ক. মেডিক্যাল
(লাল ক্রস চিহ্ন)
কেমিস্ট     ডায়াগিষ্ট",Extract all text from this document image,10141.003847122192,,,2025-12-23T21:30:31.054170,,Extract all text from this document image,14594.56205368042,,,2025-12-23T22:11:19.371624
icdar_tr_img_08730,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08730.jpg,ICDAR_mini,"Latin, Symbols, Bangla","Bhujia
Prabhuji
###
###
স্ক্যান
###
ফ্রিজ,
এ.সি,
ডিপফ্রিজ
সেলস্
এন্ড
###
সার্ভিস
ফ্যান
ও
রং
,
করা
হয়
এবং
৪৬
###
,এম
বি,
রোড
পূবপাড়া
মোড়
,
কোলকাতা
৮৩
-","I can read most of the sign but some parts are faded or obscured. Below is a best-effort transcription; unclear or unreadable portions are indicated in brackets.

- (large stylized/faded text across top) স্ক্যান [লোহিং/লিফট/লিহিং] (partially illegible)
- (সেলস এন্ড সার্ভিস)
- ফ্রিজ, এ.সি, ডিপফ্রিজ, ফ্যান সার্ভিস ও [রং/স্পেয়ার] করা হয় এবং [স্পে/স্পেয়ার]…
- ৪৬, এম. বি. রোড • [সু/পু]পাড়া মোড় • কলকাতা - [৮৩/৬৩] (last digits partly obscured)

If you need a cleaner OCR, please upload a higher-resolution or less-obstructed photo of the sign and I’ll retry.",Extract all text from this document image,10452.333688735962,,,2025-12-23T22:44:25.575559,"I’m having trouble reading the text clearly from this image. The sign is large and the lighting/blur makes accurate OCR unreliable.

If you can provide:
- a higher-resolution version, or
- a tighter crop of just the sign (no sky/roof), or
- a version with more even lighting,

I can extract all the text accurately.",Extract all text from this document image,11714.88618850708,,,2025-12-23T23:35:01.147725
icdar_tr_img_08744,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08744.jpg,ICDAR_mini,"Bangla, Latin","ডায়ালিসিস
033
8408
2564
033
2544
3250","ডায়ালিসিস
033 2564 8408
033 2544 3250",Extract all text from this document image,6655.143976211548,,,2025-12-23T21:35:22.280514,"ডায়ালাইসিস
033 2564 8408
033 2544 3250",Extract all text from this document image,9419.01683807373,,,2025-12-23T22:16:45.518928
icdar_tr_img_08753,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08753.jpg,ICDAR_mini,Bangla,"বি.
রোড
এম.
৫নং
বেলঘরিয়া,
###
-৫৬।
কলকাতা","৫ নং এম.জি.রোড,
বেলঘরিয়া,
কলকাতা-৫৬১।",Extract all text from this document image,14310.550689697266,,,2025-12-23T21:29:50.987394,,Extract all text from this document image,14598.659038543701,,,2025-12-23T22:10:26.957383
icdar_tr_img_08754,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08754.jpg,ICDAR_mini,"Bangla, None","শিবাজী
ডাঃ
রায়
###
###
###
###",,Extract all text from this document image,19043.367862701416,,,2025-12-23T22:36:08.802316,,Extract all text from this document image,13673.249959945679,,,2025-12-23T23:25:48.281111
icdar_tr_img_08764,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08764.jpg,ICDAR_mini,Bangla,"ধার
বন্ধ","वीर बत्रा

K.",Extract all text from this document image,13004.914045333862,,,2025-12-23T21:37:28.849197,"- দিবর
- বন
- K.",Extract all text from this document image,12926.113843917847,,,2025-12-23T22:19:02.944135
icdar_tr_img_08775,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08775.jpg,ICDAR_mini,"Bangla, Symbols, Latin","প্রোঃসাহেবলাই
M-9775839562
পাটপুর
সিহড়
বঁাকুড়া
.","প্রোঃ সাহেবলাল
M-9775839562
পাটিপুর
সিঘড় · বাঁকুড়া

(Note: the top and lower-left Bengali words are stylized hand-painted text; spellings are best-effort reads — especially “প্রোঃ সাহেবলাল” and “সিঘড়” which may vary slightly in exact orthography.)",Extract all text from this document image,16074.944019317627,,,2025-12-23T21:31:59.526319,,Extract all text from this document image,14339.459896087646,,,2025-12-23T22:12:53.978998
icdar_tr_img_08798,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_08798.jpg,ICDAR_mini,"Bangla, None","গোল্ড
জুয়েলা
###","Detected text (Bengali), best-effort OCR:

- গোল্ড জুয়েলার্স

Partially visible / cropped on the right vertical strip (not fully readable):
- প্র...
- জু...

Note: the large main sign reads ""গোল্ড জুয়েলার্স"" (Gold Jewellers). The small vertical blue text is partly cut off and not clear enough to transcribe completely.",Extract all text from this document image,12984.11512374878,,,2025-12-23T21:31:04.209015,"- গোল্ড জুয়েলার্স

Note: There is additional vertical blue text on the right side of the image, but it is not fully legible in this photo.",Extract all text from this document image,13854.19511795044,,,2025-12-23T22:11:59.920694
